Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"22.799 [10.767,34.831]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,"20.124 [7.456,32.792]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,"14.909 [2.551,27.267]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,"14.457 [2.146,26.769]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,"5.424 [-6.000,16.848]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Leu,"-5.095 [-15.722,5.532]",1.000,,Leucine
Tyr,"-5.557 [-15.769,4.655]",1.000,,Tyrosine
Total-BCAA,"-5.758 [-16.352,4.836]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,"-7.627 [-18.073,2.818]",1.000,,Isoleucine
M-LDL-TG%,"-8.862 [-19.938,2.214]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
