Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-C,"0.002 [-0.001,0.005]",1.000,,VLDL Cholesterol
LDL-CE,"0.002 [-0.001,0.005]",1.000,,Cholesteryl Esters in LDL
Remnant-C,"0.001 [-0.002,0.004]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,"0.001 [-0.002,0.004]",1.000,,Total-Cholesterol
M-LDL-PL%,"0.000 [-0.003,0.003]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-C,"-0.000 [-0.003,0.003]",1.000,,HDL Cholesterol
Val,"-0.001 [-0.004,0.002]",1.000,,Valine
Total-BCAA,"-0.001 [-0.004,0.002]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"-0.002 [-0.005,0.002]",1.000,,Leucine
M-LDL-FC%,"-0.003 [-0.007,0.000]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
