Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"69.080 [19.889,118.272]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,"43.216 [-0.554,86.987]",1.000,,Clinical LDL Cholesterol
ApoB,"35.753 [-7.159,78.665]",1.000,,Apolipoprotein B
ApoB/ApoA1,"31.836 [-11.895,75.568]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
HDL-C,"17.497 [-28.202,63.196]",1.000,,HDL Cholesterol
PUFA,"-4.963 [-49.094,39.168]",1.000,,Polyunsaturated Fatty Acids
MUFA,"-27.188 [-73.392,19.015]",1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,"-48.764 [-93.020,-4.509]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-3,"-52.496 [-94.771,-10.221]",1.000,,Omega-3 Fatty Acids
L-HDL-PL%,"-135.241 [-188.809,-81.672]",0.173,,Phospholipids to Total-Lipids in Large HDL percentage
