Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA%,"7.821 [3.605,12.037]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"7.020 [2.994,11.047]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,"6.923 [2.986,10.861]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,"6.890 [2.746,11.035]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-3%,"2.270 [-1.204,5.744]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Val,"-1.745 [-5.245,1.755]",1.000,,Valine
Total-BCAA,"-2.268 [-5.735,1.198]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"-2.854 [-6.331,0.622]",1.000,,Leucine
GlycA,"-8.798 [-12.521,-5.074]",0.837,,Glycoprotein Acetyls
L-HDL-PL%,"-10.394 [-14.780,-6.007]",0.787,,Phospholipids to Total-Lipids in Large HDL percentage
