Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6%,"3.776 [1.811,5.741]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,"3.607 [1.741,5.474]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA%,"2.785 [0.786,4.785]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"2.764 [0.854,4.673]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"2.755 [0.838,4.672]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-TG%,"-0.481 [-2.200,1.237]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,"-1.635 [-3.333,0.062]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,"-2.533 [-4.191,-0.874]",1.000,,Valine
Total-BCAA,"-2.747 [-4.390,-1.104]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Creatinine,"-5.388 [-7.516,-3.259]",0.162,,Creatinine
