Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Val,"0.003 [0.000,0.005]",1.000,,Valine
ApoB/ApoA1,"0.002 [-0.001,0.004]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"0.001 [-0.001,0.003]",1.000,,Apolipoprotein B
Clinical LDL-C,"0.000 [-0.002,0.003]",1.000,,Clinical LDL Cholesterol
M-VLDL-FC%,"0.000 [-0.002,0.003]",1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
SFA,"-0.000 [-0.003,0.002]",1.000,,Saturated Fatty Acids
DHA,"-0.000 [-0.003,0.002]",1.000,,Docosahexaenoic Acid
Omega-3%,"-0.000 [-0.003,0.002]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"-0.000 [-0.003,0.002]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA%,"-0.001 [-0.003,0.002]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
