Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"10.535 [4.631,16.439]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,"8.039 [2.882,13.196]",1.000,,Albumin
HDL-FC,"1.863 [-3.393,7.119]",1.000,,Free Cholesterol in HDL
Unsaturation,"1.720 [-3.836,7.275]",1.000,,Degree of Unsaturation
LA,"0.191 [-5.018,5.399]",1.000,,Linoleic Acid
Phe,"-1.486 [-6.333,3.361]",1.000,,Phenylalanine
Ile,"-3.811 [-8.822,1.200]",1.000,,Isoleucine
Leu,"-4.899 [-9.997,0.198]",1.000,,Leucine
GlycA,"-14.212 [-19.670,-8.754]",0.077,,Glycoprotein Acetyls
Creatinine,"-18.886 [-25.466,-12.307]",0.004,**,Creatinine
