Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"7.195 [1.957,12.432]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,"4.160 [-0.705,9.026]",1.000,,HDL Cholesterol
LDL-C,"3.229 [-1.390,7.848]",1.000,,LDL Cholesterol
Non-HDL-C,"3.073 [-1.589,7.736]",1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,"2.501 [-2.135,7.137]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-PL%,"-0.218 [-4.380,3.944]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
DHA,"-0.807 [-5.390,3.777]",1.000,,Docosahexaenoic Acid
Omega-3%,"-2.036 [-6.554,2.482]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
MUFA,"-4.363 [-9.281,0.556]",1.000,,Monounsaturated Fatty Acids
MUFA%,"-7.333 [-12.472,-2.195]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
