Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"1.481 [-0.998,3.960]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,"1.379 [-0.796,3.553]",1.000,,Cholesteryl Esters in LDL
Total-CE,"1.218 [-1.087,3.522]",1.000,,Total-Esterified Cholesterol
Total-C,"1.116 [-1.188,3.421]",1.000,,Total-Cholesterol
HDL-CE,"0.979 [-1.317,3.275]",1.000,,Cholesteryl Esters in HDL
ApoB/ApoA1,"-0.015 [-2.219,2.188]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Ile,"-0.349 [-2.452,1.754]",1.000,,Isoleucine
VLDL-C,"-0.355 [-2.486,1.777]",1.000,,VLDL Cholesterol
M-LDL-TG%,"-0.786 [-3.016,1.444]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gly,"-1.322 [-3.137,0.494]",1.000,,Glycine
