Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"12.208 [0.917,23.499]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gln,"9.319 [-0.150,18.787]",1.000,,Glutamine
His,"6.899 [-2.268,16.065]",1.000,,Histidine
Gly,"5.686 [-2.585,13.956]",1.000,,Glycine
M-LDL-C%,"5.186 [-4.877,15.249]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,"-0.760 [-9.724,8.205]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Remnant-C,"-3.787 [-13.780,6.207]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,"-4.331 [-14.828,6.166]",1.000,,Total-Cholesterol
VLDL-C,"-4.420 [-14.129,5.288]",1.000,,VLDL Cholesterol
GlycA,"-25.295 [-35.731,-14.860]",0.467,,Glycoprotein Acetyls
