Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"0.003 [-0.000,0.005]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"0.001 [-0.002,0.003]",1.000,,Apolipoprotein B
Clinical LDL-C,"0.000 [-0.002,0.003]",1.000,,Clinical LDL Cholesterol
M-VLDL-C%,"0.000 [-0.003,0.003]",1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-C,"0.000 [-0.002,0.003]",1.000,,LDL Cholesterol
Total-FC,"-0.000 [-0.003,0.002]",1.000,,Total-Free Cholesterol
M-LDL-FC%,"-0.000 [-0.003,0.002]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,"-0.001 [-0.004,0.001]",1.000,,Citrate
Creatinine,"-0.003 [-0.006,0.001]",1.000,,Creatinine
HDL-FC,"-0.003 [-0.006,-0.001]",1.000,,Free Cholesterol in HDL
