Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,"0.004 [0.003,0.005]",1.452e-12,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-PL%,"0.004 [0.003,0.005]",7.065e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3%,"0.003 [0.002,0.004]",7.308e-07,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Sc-ala,"0.003 [0.003,0.004]",7.224e-08,***,Spectrometer-corrected alanine
XS-VLDL-TG%,"0.003 [0.002,0.004]",3.804e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Creatinine,"0.003 [0.002,0.004]",0.047,*,Creatinine
DHA,"0.003 [0.002,0.004]",1.415e-04,***,Docosahexaenoic Acid
M-VLDL-TG%,"0.003 [0.002,0.004]",1.384e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Ala,"0.003 [0.002,0.004]",5.843e-04,***,Alanine
L-VLDL-TG%,"0.003 [0.002,0.004]",5.404e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-VLDL-TG%,"0.003 [0.002,0.004]",0.003,**,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-P,"-0.002 [-0.003,-0.002]",0.050,*,Concentration of Medium LDL Particles
S-VLDL-PL,"-0.002 [-0.003,-0.002]",0.024,*,Phospholipids in Small VLDL
VLDL-P,"-0.002 [-0.003,-0.002]",0.030,*,Concentration of VLDL Particles
L-VLDL-CE,"-0.003 [-0.003,-0.002]",0.017,*,Cholesteryl Esters in Large VLDL
Non-HDL-C,"-0.003 [-0.003,-0.002]",0.028,*,Total-Cholesterol Minus HDL-C
M-VLDL-P,"-0.003 [-0.003,-0.002]",0.010,**,Concentration of Medium VLDL Particles
IDL-CE,"-0.003 [-0.004,-0.002]",0.025,*,Cholesteryl Esters in IDL
Total-FC,"-0.003 [-0.004,-0.002]",0.020,*,Total-Free Cholesterol
XL-VLDL-CE,"-0.003 [-0.004,-0.002]",0.006,**,Cholesteryl Esters in Very Large VLDL
VLDL-FC,"-0.003 [-0.004,-0.002]",0.004,**,Free Cholesterol in VLDL
M-VLDL-PL,"-0.003 [-0.004,-0.002]",0.002,**,Phospholipids in Medium VLDL
S-LDL-P,"-0.003 [-0.004,-0.002]",0.001,**,Concentration of Small LDL Particles
IDL-C,"-0.003 [-0.004,-0.002]",0.005,**,Cholesterol in IDL
LDL-P,"-0.003 [-0.004,-0.002]",0.001,**,Concentration of LDL Particles
L-LDL-P,"-0.003 [-0.004,-0.002]",8.448e-04,***,Concentration of Large LDL Particles
XS-VLDL-FC%,"-0.003 [-0.004,-0.002]",0.023,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC,"-0.003 [-0.004,-0.002]",3.129e-04,***,Free Cholesterol in Very Large HDL
S-VLDL-FC,"-0.003 [-0.004,-0.002]",4.343e-04,***,Free Cholesterol in Small VLDL
IDL-L,"-0.003 [-0.004,-0.002]",0.002,**,Total-Lipids in IDL
XS-VLDL-C%,"-0.003 [-0.004,-0.002]",0.045,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
