Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"13.741 [-1.295,28.777]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"8.800 [-6.295,23.894]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6/Omega-3,"6.980 [-6.098,20.059]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA%,"3.274 [-10.677,17.225]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Remnant-C,"0.909 [-12.399,14.217]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"-0.144 [-13.529,13.242]",1.000,,Total-Cholesterol Minus HDL-C
Total-C,"-0.829 [-14.808,13.150]",1.000,,Total-Cholesterol
LDL-C,"-0.982 [-14.241,12.278]",1.000,,LDL Cholesterol
M-LDL-TG%,"-1.563 [-15.091,11.964]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-C,"-3.525 [-17.491,10.441]",1.000,,HDL Cholesterol
