Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"38.155 [25.290,51.020]",0.001,**,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-CE%,"37.937 [22.366,53.508]",0.414,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Omega-6%,"34.376 [20.828,47.924]",0.152,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"27.427 [14.258,40.595]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-FC,"0.801 [-11.141,12.743]",1.000,,Total-Free Cholesterol
His,"-1.059 [-11.757,9.638]",1.000,,Histidine
Phe,"-13.743 [-24.554,-2.933]",1.000,,Phenylalanine
M-HDL-PL%,"-33.180 [-46.375,-19.984]",0.191,,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,"-37.542 [-49.712,-25.372]",3.478e-04,***,Glycoprotein Acetyls
L-HDL-PL%,"-42.840 [-57.180,-28.501]",0.001,**,Phospholipids to Total-Lipids in Large HDL percentage
