Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"3.461 [-3.445,10.366]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,"3.218 [-3.559,9.996]",1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE%,"2.449 [-4.240,9.138]",1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,"1.992 [-4.168,8.153]",1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,"0.909 [-4.853,6.671]",1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
ApoA1,"-0.616 [-6.879,5.647]",1.000,,Apolipoprotein A1
M-LDL-PL%,"-0.753 [-6.235,4.729]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,"-1.824 [-7.961,4.314]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"-2.201 [-8.223,3.822]",1.000,,Apolipoprotein B
Clinical LDL-C,"-2.501 [-8.644,3.643]",1.000,,Clinical LDL Cholesterol
