Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-FC,"6.692 [1.692,11.692]",1.000,,Free Cholesterol in HDL
Albumin,"5.603 [0.695,10.512]",1.000,,Albumin
M-LDL-FC%,"1.385 [-4.235,7.005]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA,"0.392 [-4.864,5.648]",1.000,,Saturated Fatty Acids
Unsaturation,"0.296 [-4.990,5.582]",1.000,,Degree of Unsaturation
M-LDL-PL%,"-0.021 [-4.485,4.444]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Non-HDL-C,"-0.492 [-5.495,4.510]",1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,"-1.294 [-6.293,3.706]",1.000,,Clinical LDL Cholesterol
LDL-C,"-1.348 [-6.303,3.607]",1.000,,LDL Cholesterol
GlycA,"-14.981 [-20.172,-9.790]",0.004,**,Glycoprotein Acetyls
