Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"14.417 [-2.732,31.565]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
His,"11.687 [-2.234,25.607]",1.000,,Histidine
Gly,"5.276 [-7.285,17.837]",1.000,,Glycine
M-LDL-C%,"4.778 [-10.504,20.061]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Gln,"3.210 [-11.171,17.592]",1.000,,Glutamine
HDL-CE,"-4.014 [-19.898,11.871]",1.000,,Cholesteryl Esters in HDL
VLDL-C,"-6.174 [-20.918,8.570]",1.000,,VLDL Cholesterol
LDL-CE,"-7.203 [-22.248,7.842]",1.000,,Cholesteryl Esters in LDL
M-LDL-TG%,"-7.304 [-22.731,8.123]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-CE,"-7.837 [-23.779,8.105]",1.000,,Total-Esterified Cholesterol
