Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Pyruvate,"0.041 [0.031,0.050]",1.312e-12,***,Pyruvate
DHA%,"0.031 [0.021,0.041]",3.531e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Lactate,"0.028 [0.019,0.037]",4.817e-04,***,Lactate
Val,"0.028 [0.018,0.037]",0.003,**,Valine
Omega-3%,"0.026 [0.017,0.036]",0.015,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
ApoB,"-0.001 [-0.010,0.008]",1.000,,Apolipoprotein B
Clinical LDL-C,"-0.002 [-0.011,0.008]",1.000,,Clinical LDL Cholesterol
M-VLDL-TG%,"-0.006 [-0.016,0.003]",1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Omega-6/Omega-3,"-0.028 [-0.038,-0.019]",0.002,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
GlycA,"-0.031 [-0.041,-0.021]",1.755e-04,***,Glycoprotein Acetyls
