Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.650 [0.419,0.881]",0.008,**,Creatinine
L-HDL-PL%,"0.534 [0.311,0.757]",0.601,,Phospholipids to Total-Lipids in Large HDL percentage
Val,"0.493 [0.302,0.684]",0.096,,Valine
Leu,"0.476 [0.279,0.673]",0.518,,Leucine
Total-BCAA,"0.460 [0.268,0.652]",0.596,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
3-Hydroxybutyrate,"-0.430 [-0.597,-0.262]",0.117,,3-Hydroxybutyrate
M-VLDL-C,"-0.487 [-0.665,-0.309]",0.020,*,Cholesterol in Medium VLDL
SM,"-0.499 [-0.688,-0.310]",0.054,,Sphingomyelins
M-VLDL-CE,"-0.528 [-0.708,-0.348]",0.002,**,Cholesteryl Esters in Medium VLDL
GlycA,"-0.560 [-0.754,-0.365]",0.004,**,Glycoprotein Acetyls
