Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"46.912 [13.791,80.033]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,"23.878 [-6.918,54.673]",1.000,,Total-Esterified Cholesterol
LDL-CE,"11.460 [-17.605,40.525]",1.000,,Cholesteryl Esters in LDL
Omega-6/Omega-3,"4.386 [-24.431,33.203]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-CE,"1.184 [-27.176,29.543]",1.000,,Cholesteryl Esters in VLDL
Val,"-2.050 [-30.834,26.734]",1.000,,Valine
Total-BCAA,"-7.557 [-36.064,20.949]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-PL%,"-8.582 [-34.883,17.719]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
GlycA,"-77.678 [-108.291,-47.064]",0.152,,Glycoprotein Acetyls
L-HDL-PL%,"-99.991 [-136.051,-63.931]",0.013,*,Phospholipids to Total-Lipids in Large HDL percentage
