Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-FC%,"27.313 [15.989,38.637]",0.524,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,"24.105 [12.766,35.445]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,"15.530 [3.652,27.407]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,"6.088 [-4.293,16.469]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA,"2.871 [-7.057,12.798]",1.000,,Docosahexaenoic Acid
ApoB,"-0.051 [-9.948,9.846]",1.000,,Apolipoprotein B
VLDL-CE,"-3.515 [-13.228,6.198]",1.000,,Cholesteryl Esters in VLDL
VLDL-C,"-6.019 [-15.775,3.736]",1.000,,VLDL Cholesterol
M-LDL-TG%,"-11.507 [-21.713,-1.301]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,"-27.505 [-37.989,-17.020]",0.063,,Glycoprotein Acetyls
