Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-FC%,"12.577 [-4.709,29.863]",1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,"7.306 [-10.000,24.612]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,"4.447 [-12.671,21.565]",1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-TG%,"0.988 [-16.159,18.135]",1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-CE%,"0.699 [-14.740,16.138]",1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-PL%,"-5.144 [-18.883,8.594]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Remnant-C,"-9.009 [-24.324,6.306]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"-9.117 [-24.521,6.287]",1.000,,Total-Cholesterol Minus HDL-C
LDL-C,"-9.242 [-24.501,6.016]",1.000,,LDL Cholesterol
Total-C,"-10.088 [-26.175,5.998]",1.000,,Total-Cholesterol
