Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Tyr,1.07 [0.88-1.32],1.000,,Tyrosine
M-LDL-PL%,1.05 [0.85-1.29],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.05 [0.86-1.28],1.000,,Phenylalanine
Ala,1.02 [0.84-1.24],1.000,,Alanine
Gly,1.01 [0.76-1.33],1.000,,Glycine
Remnant-C,0.87 [0.72-1.06],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.85 [0.70-1.02],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.84 [0.69-1.01],1.000,,Total-Cholesterol
M-LDL-FC%,0.84 [0.70-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.83 [0.69-1.01],1.000,,LDL Cholesterol
