Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.08 [0.98-1.19],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.05 [0.95-1.15],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.04 [0.95-1.15],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-LDL-TG%,1.04 [0.95-1.13],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.00 [0.92-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,1.00 [0.91-1.09],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
VLDL-C,0.95 [0.87-1.04],1.000,,VLDL Cholesterol
Remnant-C,0.94 [0.86-1.03],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.92 [0.85-1.01],1.000,,Total-Cholesterol
HDL-CE,0.91 [0.81-1.01],1.000,,Cholesteryl Esters in HDL
