Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.10 [0.98-1.22],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,1.04 [0.93-1.18],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.04 [0.92-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.01 [0.90-1.14],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Creatinine,1.00 [0.89-1.14],1.000,,Creatinine
HDL-C,1.00 [0.87-1.15],1.000,,HDL Cholesterol
ApoA1,0.98 [0.86-1.11],1.000,,Apolipoprotein A1
M-LDL-FC%,0.96 [0.86-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,0.89 [0.79-1.00],1.000,,Apolipoprotein B
Clinical LDL-C,0.86 [0.77-0.96],1.000,,Clinical LDL Cholesterol
