Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.10 [0.96-1.27],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.07 [0.91-1.25],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.05 [0.90-1.22],1.000,,Phenylalanine
Omega-6/Omega-3,1.05 [0.91-1.22],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,1.03 [0.88-1.21],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
HDL-C,0.98 [0.82-1.18],1.000,,HDL Cholesterol
M-LDL-FC%,0.98 [0.85-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.92 [0.80-1.06],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.91 [0.79-1.06],1.000,,LDL Cholesterol
Clinical LDL-C,0.91 [0.79-1.05],1.000,,Clinical LDL Cholesterol
