Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [1.01-1.25],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-FC,1.06 [0.93-1.22],1.000,,Free Cholesterol in HDL
Glu,1.02 [0.92-1.14],1.000,,Glucose
Pyruvate,1.02 [0.91-1.14],1.000,,Pyruvate
Lactate,1.01 [0.90-1.13],1.000,,Lactate
ApoB/ApoA1,0.92 [0.82-1.03],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,0.89 [0.81-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.87 [0.77-0.98],1.000,,Valine
Total-BCAA,0.87 [0.77-0.98],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.86 [0.77-0.97],1.000,,Leucine
