Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.17 [1.03-1.31],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.13 [1.02-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.03 [0.91-1.16],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
SFA%,1.02 [0.91-1.13],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,1.01 [0.89-1.14],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LDL-C,0.93 [0.83-1.04],1.000,,LDL Cholesterol
Non-HDL-C,0.92 [0.82-1.03],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.92 [0.82-1.03],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.89 [0.80-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.87 [0.76-1.01],1.000,,HDL Cholesterol
