Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.04 [0.96-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.03 [0.96-1.11],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-FC%,1.03 [0.96-1.11],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-C%,1.02 [0.95-1.10],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,1.02 [0.95-1.09],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
HDL-CE,0.99 [0.90-1.08],1.000,,Cholesteryl Esters in HDL
M-LDL-TG%,0.97 [0.90-1.05],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-CE,0.97 [0.89-1.04],1.000,,Total-Esterified Cholesterol
LDL-CE,0.96 [0.89-1.04],1.000,,Cholesteryl Esters in LDL
VLDL-C,0.95 [0.88-1.03],1.000,,VLDL Cholesterol
