Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.16 [0.99-1.36],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-FC%,1.12 [0.96-1.32],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,1.07 [0.91-1.26],1.000,,Cholesteryl Esters in VLDL
PUFA/MUFA,1.06 [0.90-1.24],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-CE,1.03 [0.88-1.20],1.000,,Total-Esterified Cholesterol
LA,0.94 [0.80-1.10],1.000,,Linoleic Acid
Omega-6,0.92 [0.79-1.08],1.000,,Omega-6 Fatty Acids
MUFA,0.91 [0.78-1.06],1.000,,Monounsaturated Fatty Acids
M-LDL-PL%,0.88 [0.75-1.03],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3,0.87 [0.73-1.03],1.000,,Omega-3 Fatty Acids
