Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [0.93-1.34],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
DHA%,1.08 [0.90-1.30],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Val,1.06 [0.87-1.29],1.000,,Valine
MUFA%,1.02 [0.84-1.23],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
HDL-C,1.01 [0.80-1.26],1.000,,HDL Cholesterol
M-LDL-FC%,0.96 [0.80-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.94 [0.78-1.13],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.93 [0.77-1.12],1.000,,Total-Cholesterol
Non-HDL-C,0.92 [0.76-1.11],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.91 [0.75-1.09],1.000,,LDL Cholesterol
