Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.12 [1.06-1.18],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.07 [1.01-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.04 [0.97-1.10],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-LDL-PL%,1.02 [0.96-1.08],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-PL%,1.01 [0.94-1.08],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.97 [0.92-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.90 [0.85-0.95],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.89 [0.84-0.94],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.88 [0.84-0.93],1.000,,Total-Cholesterol
S-LDL-C%,0.87 [0.83-0.92],0.119,,Cholesterol to Total-Lipids in Small LDL percentage
