Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.24 [1.02-1.50],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.16 [1.00-1.35],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-TG%,1.12 [0.98-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.09 [0.95-1.26],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.09 [0.96-1.25],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
VLDL-CE,0.98 [0.85-1.12],1.000,,Cholesteryl Esters in VLDL
M-LDL-FC%,0.97 [0.86-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.89 [0.76-1.05],1.000,,Cholesteryl Esters in HDL
Total-CE,0.89 [0.78-1.01],1.000,,Total-Esterified Cholesterol
LDL-CE,0.89 [0.78-1.01],1.000,,Cholesteryl Esters in LDL
