Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.22 [1.07-1.40],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-FC,1.12 [0.95-1.33],1.000,,Free Cholesterol in HDL
SFA%,1.06 [0.93-1.21],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Citrate,1.03 [0.88-1.19],1.000,,Citrate
Omega-6%,1.02 [0.89-1.17],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.99 [0.86-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Leu,0.95 [0.82-1.10],1.000,,Leucine
Total-BCAA,0.94 [0.81-1.09],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.93 [0.80-1.08],1.000,,Valine
ApoB/ApoA1,0.85 [0.73-0.98],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
