Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.31 [1.12-1.52],1.000,,Glycine
M-HDL-PL%,1.06 [0.94-1.19],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.06 [0.93-1.20],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
Gln,1.04 [0.93-1.17],1.000,,Glutamine
M-LDL-PL%,1.03 [0.92-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.99 [0.89-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.98 [0.86-1.11],1.000,,Apolipoprotein A1
ApoB/ApoA1,0.86 [0.77-0.97],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Total-BCAA,0.86 [0.76-0.97],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.86 [0.76-0.97],1.000,,Valine
