Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-C,1.20 [1.06-1.36],1.000,,HDL Cholesterol
ApoA1,1.19 [1.06-1.34],1.000,,Apolipoprotein A1
Clinical LDL-C,1.09 [0.98-1.21],1.000,,Clinical LDL Cholesterol
ApoB,1.07 [0.96-1.20],1.000,,Apolipoprotein B
M-LDL-FC%,1.02 [0.92-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
His,0.98 [0.88-1.09],1.000,,Histidine
Gly,0.97 [0.84-1.13],1.000,,Glycine
M-LDL-PL%,0.96 [0.86-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,0.94 [0.84-1.05],1.000,,Alanine
Tyr,0.89 [0.79-1.00],1.000,,Tyrosine
