Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.25 [1.06-1.47],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.15 [0.99-1.35],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.15 [0.98-1.34],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-TG%,1.09 [0.93-1.28],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-PL%,1.05 [0.90-1.23],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
VLDL-C,0.96 [0.81-1.13],1.000,,VLDL Cholesterol
M-LDL-FC%,0.95 [0.81-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.90 [0.76-1.05],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-CE,0.85 [0.70-1.04],1.000,,Cholesteryl Esters in HDL
Total-C,0.85 [0.73-1.00],1.000,,Total-Cholesterol
