Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.18 [1.00-1.39],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.17 [0.99-1.37],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.16 [0.99-1.35],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.06 [0.90-1.25],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.03 [0.86-1.23],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.99 [0.85-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.86 [0.71-1.05],1.000,,HDL Cholesterol
ApoA1,0.85 [0.71-1.02],1.000,,Apolipoprotein A1
ApoB,0.80 [0.68-0.94],1.000,,Apolipoprotein B
Clinical LDL-C,0.79 [0.68-0.92],1.000,,Clinical LDL Cholesterol
