Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.11 [0.90-1.38],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Creatinine,1.04 [0.84-1.29],1.000,,Creatinine
Omega-6,1.02 [0.84-1.24],1.000,,Omega-6 Fatty Acids
PUFA,1.01 [0.83-1.23],1.000,,Polyunsaturated Fatty Acids
Unsaturation,1.00 [0.82-1.23],1.000,,Degree of Unsaturation
Clinical LDL-C,1.00 [0.82-1.22],1.000,,Clinical LDL Cholesterol
ApoB,0.99 [0.81-1.20],1.000,,Apolipoprotein B
ApoB/ApoA1,0.96 [0.79-1.18],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.95 [0.76-1.18],1.000,,Valine
M-VLDL-TG%,0.93 [0.76-1.15],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
