Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.16 [1.12-1.21],3.669e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.16 [1.12-1.20],3.746e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.16 [1.11-1.20],2.312e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.15 [1.11-1.19],1.069e-08,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.12 [1.08-1.17],0.004,**,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.12 [1.08-1.17],0.014,*,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.12 [1.08-1.16],9.817e-04,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.11 [1.07-1.16],0.009,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.11 [1.07-1.16],0.041,*,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-TG%,1.11 [1.07-1.15],0.024,*,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-CE%,0.92 [0.89-0.95],0.020,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.91 [0.88-0.94],0.006,**,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.90 [0.87-0.94],0.009,**,Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-CE%,0.90 [0.87-0.93],2.855e-04,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-FC%,0.90 [0.87-0.93],0.003,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-FC%,0.90 [0.87-0.93],0.002,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Phosphoglyc,0.90 [0.86-0.93],0.026,*,Phosphoglycerides
Omega-3%,0.90 [0.86-0.93],0.019,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-FC%,0.89 [0.86-0.93],0.006,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
LA%,0.89 [0.86-0.93],6.196e-04,***,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-L,0.89 [0.86-0.93],0.003,**,Total-Lipids in Medium VLDL
S-LDL-CE%,0.89 [0.86-0.93],0.002,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-C%,0.89 [0.86-0.92],4.401e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE,0.89 [0.86-0.93],0.012,*,Cholesteryl Esters in Small VLDL
S-HDL-C,0.89 [0.86-0.93],0.003,**,Cholesterol in Small HDL
S-HDL-CE,0.89 [0.86-0.93],0.003,**,Cholesteryl Esters in Small HDL
VLDL-C,0.89 [0.86-0.93],0.002,**,VLDL Cholesterol
M-VLDL-PL%,0.89 [0.86-0.92],8.553e-05,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-P,0.89 [0.86-0.93],0.003,**,Concentration of Small HDL Particles
XS-VLDL-CE%,0.89 [0.86-0.92],1.097e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
PC,0.89 [0.85-0.92],0.002,**,Phosphatidylcholines
L-LDL-CE%,0.89 [0.86-0.92],9.585e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-P,0.89 [0.85-0.93],0.009,**,Total-Concentration of Lipoprotein Particles
S-VLDL-PL,0.89 [0.85-0.92],0.002,**,Phospholipids in Small VLDL
Albumin,0.89 [0.86-0.92],1.024e-04,***,Albumin
XS-VLDL-C,0.89 [0.85-0.92],0.003,**,Cholesterol in Very Small VLDL
Cholines,0.89 [0.85-0.92],4.659e-04,***,Total-Cholines
Total-PL,0.89 [0.85-0.92],1.499e-04,***,Total-Phospholipids in Lipoprotein Particles
Unsaturation,0.88 [0.85-0.92],8.034e-05,***,Degree of Unsaturation
S-VLDL-C,0.88 [0.85-0.92],5.324e-04,***,Cholesterol in Small VLDL
S-VLDL-FC%,0.88 [0.85-0.92],4.844e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-L,0.88 [0.85-0.91],3.494e-06,***,Total-Lipids in Lipoprotein Particles
VLDL-CE,0.88 [0.85-0.92],9.699e-05,***,Cholesteryl Esters in VLDL
M-VLDL-P,0.88 [0.85-0.92],1.724e-04,***,Concentration of Medium VLDL Particles
M-VLDL-PL,0.88 [0.85-0.92],8.402e-05,***,Phospholipids in Medium VLDL
SM,0.88 [0.84-0.92],1.513e-04,***,Sphingomyelins
XS-VLDL-CE,0.88 [0.84-0.92],3.031e-04,***,Cholesteryl Esters in Very Small VLDL
Omega-3,0.88 [0.84-0.92],1.846e-04,***,Omega-3 Fatty Acids
S-VLDL-PL%,0.88 [0.85-0.91],7.827e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-PL,0.88 [0.84-0.91],7.545e-06,***,Phospholipids in Small LDL
S-LDL-P,0.88 [0.84-0.91],1.323e-05,***,Concentration of Small LDL Particles
Omega-6,0.88 [0.84-0.91],1.750e-06,***,Omega-6 Fatty Acids
IDL-C%,0.87 [0.84-0.90],3.992e-10,***,Cholesterol to Total-Lipids in IDL percentage
S-VLDL-FC,0.87 [0.84-0.91],6.707e-06,***,Free Cholesterol in Small VLDL
M-VLDL-FC,0.87 [0.84-0.91],4.582e-06,***,Free Cholesterol in Medium VLDL
LA,0.87 [0.84-0.90],9.152e-08,***,Linoleic Acid
IDL-P,0.87 [0.83-0.90],2.899e-06,***,Concentration of IDL Particles
S-LDL-L,0.87 [0.83-0.90],1.009e-07,***,Total-Lipids in Small LDL
M-LDL-P,0.87 [0.83-0.90],2.838e-07,***,Concentration of Medium LDL Particles
Remnant-C,0.87 [0.83-0.90],1.394e-08,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
ApoB,0.87 [0.83-0.90],4.648e-08,***,Apolipoprotein B
IDL-CE%,0.87 [0.84-0.90],3.489e-11,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-P,0.86 [0.83-0.90],2.510e-07,***,Concentration of Large LDL Particles
S-LDL-CE,0.86 [0.83-0.90],4.590e-08,***,Cholesteryl Esters in Small LDL
PUFA,0.86 [0.83-0.90],1.441e-08,***,Polyunsaturated Fatty Acids
IDL-PL,0.86 [0.83-0.90],2.346e-07,***,Phospholipids in IDL
LDL-P,0.86 [0.83-0.90],1.084e-07,***,Concentration of LDL Particles
M-LDL-C%,0.86 [0.83-0.89],2.156e-12,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE,0.86 [0.83-0.89],7.196e-09,***,Cholesteryl Esters in Medium LDL
DHA,0.86 [0.82-0.90],6.041e-07,***,Docosahexaenoic Acid
M-LDL-L,0.86 [0.83-0.89],2.086e-09,***,Total-Lipids in Medium LDL
IDL-L,0.86 [0.83-0.89],1.643e-09,***,Total-Lipids in IDL
M-LDL-PL,0.86 [0.83-0.89],5.486e-09,***,Phospholipids in Medium LDL
M-VLDL-C,0.86 [0.83-0.89],1.102e-08,***,Cholesterol in Medium VLDL
S-LDL-C,0.86 [0.82-0.89],1.995e-09,***,Cholesterol in Small LDL
Total-FC,0.86 [0.83-0.89],4.034e-10,***,Total-Free Cholesterol
Non-HDL-C,0.86 [0.83-0.89],3.565e-11,***,Total-Cholesterol Minus HDL-C
IDL-FC,0.86 [0.82-0.89],4.909e-09,***,Free Cholesterol in IDL
LDL-L,0.86 [0.82-0.89],3.624e-11,***,Total-Lipids in LDL
M-LDL-C,0.86 [0.82-0.89],2.866e-10,***,Cholesterol in Medium LDL
M-VLDL-CE,0.85 [0.82-0.89],2.963e-09,***,Cholesteryl Esters in Medium VLDL
Total-C,0.85 [0.82-0.89],1.501e-11,***,Total-Cholesterol
L-LDL-C%,0.85 [0.83-0.88],5.040e-14,***,Cholesterol to Total-Lipids in Large LDL percentage
LDL-CE,0.85 [0.82-0.89],3.108e-11,***,Cholesteryl Esters in LDL
S-LDL-FC,0.85 [0.82-0.89],4.620e-10,***,Free Cholesterol in Small LDL
L-LDL-L,0.85 [0.82-0.89],2.231e-11,***,Total-Lipids in Large LDL
Total-CE,0.85 [0.82-0.89],1.131e-11,***,Total-Esterified Cholesterol
LDL-PL,0.85 [0.82-0.89],9.521e-11,***,Phospholipids in LDL
IDL-C,0.85 [0.82-0.88],5.488e-11,***,Cholesterol in IDL
LDL-C,0.85 [0.82-0.88],3.889e-12,***,LDL Cholesterol
L-LDL-CE,0.85 [0.82-0.88],2.232e-11,***,Cholesteryl Esters in Large LDL
Clinical LDL-C,0.85 [0.82-0.88],5.744e-13,***,Clinical LDL Cholesterol
IDL-CE,0.85 [0.82-0.88],4.075e-11,***,Cholesteryl Esters in IDL
L-LDL-C,0.85 [0.82-0.88],4.016e-12,***,Cholesterol in Large LDL
L-LDL-PL,0.85 [0.82-0.88],1.781e-11,***,Phospholipids in Large LDL
M-LDL-FC,0.85 [0.81-0.88],1.239e-11,***,Free Cholesterol in Medium LDL
S-LDL-C%,0.85 [0.82-0.88],1.830e-15,***,Cholesterol to Total-Lipids in Small LDL percentage
LDL-FC,0.85 [0.81-0.88],2.017e-12,***,Free Cholesterol in LDL
L-LDL-FC,0.84 [0.81-0.88],2.730e-12,***,Free Cholesterol in Large LDL
