Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.49 [1.31-1.70],0.001,**,Glycoprotein Acetyls
L-HDL-PL%,1.13 [1.00-1.29],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG%,1.09 [0.95-1.24],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-PL%,1.08 [0.94-1.25],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.00 [0.88-1.15],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-VLDL-C%,0.99 [0.87-1.13],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-CE,0.89 [0.76-1.05],1.000,,Cholesteryl Esters in HDL
LDL-CE,0.88 [0.78-1.01],1.000,,Cholesteryl Esters in LDL
VLDL-C,0.88 [0.77-1.01],1.000,,VLDL Cholesterol
Total-C,0.87 [0.76-0.99],1.000,,Total-Cholesterol
