Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,1.14 [1.03-1.25],1.000,,Lactate
MUFA,1.04 [0.95-1.14],1.000,,Monounsaturated Fatty Acids
M-LDL-PL%,1.02 [0.93-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
SFA,1.02 [0.93-1.12],1.000,,Saturated Fatty Acids
HDL-FC,1.01 [0.90-1.12],1.000,,Free Cholesterol in HDL
ApoA1,0.99 [0.90-1.10],1.000,,Apolipoprotein A1
M-LDL-FC%,0.96 [0.87-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.94 [0.86-1.03],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.93 [0.85-1.02],1.000,,Apolipoprotein B
Val,0.87 [0.79-0.97],1.000,,Valine
