Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.10 [0.95-1.27],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,1.08 [0.93-1.25],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,1.06 [0.92-1.23],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,1.04 [0.90-1.21],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-TG%,1.01 [0.87-1.17],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.99 [0.86-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.97 [0.84-1.12],1.000,,Clinical LDL Cholesterol
ApoB,0.96 [0.82-1.11],1.000,,Apolipoprotein B
ApoB/ApoA1,0.92 [0.79-1.07],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.79 [0.67-0.94],1.000,,Valine
