Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-L,531,1.038 [1.006-1.070],1.000,,Total-Lipids in Medium LDL
M-VLDL-PL%,523,1.033 [1.005-1.062],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
XXL-VLDL-CE,621,1.028 [1.000-1.056],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-C%,395,1.024 [0.993-1.055],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-FC%,609,1.006 [0.981-1.032],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-TG,449,0.997 [0.978-1.016],1.000,,Triglycerides in Large HDL
XL-HDL-PL,562,0.992 [0.971-1.013],1.000,,Phospholipids in Very Large HDL
Total-BCAA,38,0.978 [0.874-1.095],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-FC%,651,0.976 [0.953-0.999],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,102,0.838 [0.782-0.898],0.112,,Citrate
