Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-FC%,651,1.129 [0.997-1.279],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-L,623,1.073 [1.015-1.134],1.000,,Total-Lipids in Large HDL
XL-HDL-CE%,259,1.071 [1.005-1.141],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-HDL-CE%,562,1.067 [0.978-1.163],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-P,552,1.010 [0.912-1.118],1.000,,Concentration of LDL Particles
XL-VLDL-TG,570,0.982 [0.877-1.100],1.000,,Triglycerides in Very Large VLDL
XS-VLDL-PL%,375,0.892 [0.819-0.972],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
SFA%,94,0.848 [0.714-1.007],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-P,547,0.773 [0.621-0.962],1.000,,Concentration of HDL Particles
LA,635,0.693 [0.574-0.836],1.000,,Linoleic Acid
