Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-PL%,489,1.102 [1.062-1.144],0.063,,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,547,1.080 [1.050-1.112],0.038,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE,621,1.020 [0.978-1.062],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
VLDL-P,640,1.019 [0.984-1.055],1.000,,Concentration of VLDL Particles
L-VLDL-C,622,1.015 [0.975-1.057],1.000,,Cholesterol in Large VLDL
L-HDL-PL,598,0.930 [0.904-0.957],0.115,,Phospholipids in Large HDL
M-HDL-FC%,609,0.928 [0.901-0.955],0.093,,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-C,621,0.920 [0.892-0.950],0.072,,HDL Cholesterol
HDL-FC,599,0.918 [0.890-0.947],0.022,*,Free Cholesterol in HDL
HDL-CE,611,0.918 [0.889-0.948],0.040,*,Cholesteryl Esters in HDL
