Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.088 [1.046-1.132],1.000,,Glycoprotein Acetyls
SFA,553,1.026 [1.000-1.052],1.000,,Saturated Fatty Acids
M-LDL-C%,225,1.017 [0.987-1.048],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE,487,1.016 [0.990-1.042],1.000,,Cholesteryl Esters in Medium VLDL
S-HDL-FC%,491,1.005 [0.990-1.020],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-CE,614,0.989 [0.967-1.012],1.000,,Cholesteryl Esters in Large VLDL
XXL-VLDL-L,514,0.985 [0.961-1.010],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-HDL-P,633,0.985 [0.967-1.003],1.000,,Concentration of Large HDL Particles
SFA%,94,0.980 [0.924-1.039],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Albumin,72,0.820 [0.766-0.878],0.003,**,Albumin
