Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.077 [1.044-1.110],0.492,,Phospholipids to Total-Lipids in Small LDL percentage
PUFA/MUFA,484,1.046 [1.024-1.069],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-CE,698,1.020 [1.004-1.036],1.000,,Cholesteryl Esters in Large HDL
L-HDL-C%,622,1.018 [1.000-1.036],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-P,598,1.001 [0.973-1.030],1.000,,Concentration of Medium HDL Particles
XL-VLDL-PL%,398,0.945 [0.926-0.965],0.031,*,Phospholipids to Total-Lipids in Very Large VLDL percentage
Total-FA,654,0.932 [0.908-0.957],0.031,*,Total-Fatty Acids
S-LDL-CE%,545,0.925 [0.899-0.953],0.052,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,635,0.924 [0.899-0.950],0.005,**,Linoleic Acid
MUFA,654,0.916 [0.892-0.941],5.200e-05,***,Monounsaturated Fatty Acids
