Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Gln,113,1.058 [1.009-1.109],1.000,,Glutamine
Omega-3%,215,1.043 [1.026-1.060],0.110,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
SFA%,94,1.039 [0.940-1.148],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,632,1.022 [0.985-1.060],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,642,1.006 [0.977-1.036],1.000,,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-PL,591,0.982 [0.940-1.025],1.000,,Phospholipids in IDL
XL-HDL-TG,489,0.964 [0.927-1.002],1.000,,Triglycerides in Very Large HDL
Phosphoglyc,609,0.948 [0.906-0.992],1.000,,Phosphoglycerides
LA%,226,0.917 [0.887-0.949],0.168,,Linoleic Acid to Total-Fatty Acids percentage
MUFA,654,0.875 [0.828-0.925],0.564,,Monounsaturated Fatty Acids
