Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-FC,557,1.195 [1.082-1.321],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-P,622,1.160 [1.052-1.279],1.000,,Concentration of Large VLDL Particles
XL-VLDL-PL%,398,1.046 [0.940-1.163],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
PC,606,1.043 [0.956-1.139],1.000,,Phosphatidylcholines
IDL-TG,602,1.034 [0.965-1.107],1.000,,Triglycerides in IDL
XS-VLDL-L,632,0.983 [0.914-1.056],1.000,,Total-Lipids in Very Small VLDL
L-VLDL-TG%,369,0.978 [0.893-1.071],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
XS-VLDL-CE,620,0.945 [0.870-1.027],1.000,,Cholesteryl Esters in Very Small VLDL
L-HDL-FC%,532,0.852 [0.787-0.922],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC,590,0.846 [0.779-0.920],1.000,,Free Cholesterol in Very Large HDL
