Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
His,43,1.131 [0.968-1.321],1.000,,Histidine
S-HDL-TG,681,1.020 [0.992-1.048],1.000,,Triglycerides in Small HDL
XS-VLDL-FC%,460,1.020 [0.989-1.052],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,444,1.011 [0.972-1.051],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
PUFA%,371,1.004 [0.966-1.044],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-PL,674,0.995 [0.965-1.026],1.000,,Phospholipids in VLDL
M-VLDL-PL,632,0.992 [0.961-1.024],1.000,,Phospholipids in Medium VLDL
S-VLDL-L,665,0.992 [0.963-1.021],1.000,,Total-Lipids in Small VLDL
S-VLDL-P,669,0.991 [0.962-1.020],1.000,,Concentration of Small VLDL Particles
HDL-PL,590,0.973 [0.951-0.996],1.000,,Phospholipids in HDL
