Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-FC%,687,1.084 [0.984-1.194],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,460,1.037 [0.928-1.158],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,474,1.020 [0.933-1.116],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-FC%,609,1.014 [0.919-1.118],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-FC,612,1.008 [0.924-1.100],1.000,,Free Cholesterol in Very Small VLDL
VLDL-CE,621,0.946 [0.853-1.049],1.000,,Cholesteryl Esters in VLDL
VLDL-FC,630,0.941 [0.848-1.043],1.000,,Free Cholesterol in VLDL
M-VLDL-L,589,0.924 [0.829-1.030],1.000,,Total-Lipids in Medium VLDL
L-LDL-C%,403,0.923 [0.822-1.036],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
Total-BCAA,38,0.885 [0.543-1.441],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
