Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Gly,134,1.099 [1.060-1.140],0.076,,Glycine
S-HDL-FC,483,1.047 [1.011-1.085],1.000,,Free Cholesterol in Small HDL
S-LDL-CE%,545,1.019 [0.983-1.056],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
ApoA1,587,1.008 [0.978-1.039],1.000,,Apolipoprotein A1
PUFA/MUFA,484,1.007 [0.972-1.044],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-C%,403,0.996 [0.966-1.028],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-CE%,492,0.996 [0.959-1.034],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-HDL-CE,664,0.988 [0.962-1.016],1.000,,Cholesteryl Esters in Very Large HDL
M-HDL-CE%,557,0.971 [0.943-1.001],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Lactate,22,0.944 [0.786-1.134],1.000,,Lactate
