Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Glu,32,1.036 [0.886-1.211],1.000,,Glucose
ApoA1,587,1.013 [0.980-1.048],1.000,,Apolipoprotein A1
XL-HDL-PL%,441,1.008 [0.992-1.023],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-C,671,1.005 [0.990-1.020],1.000,,Cholesterol in Large HDL
XL-HDL-P,581,1.003 [0.990-1.017],1.000,,Concentration of Very Large HDL Particles
ApoB/ApoA1,542,0.948 [0.929-0.969],0.246,,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-P,505,0.934 [0.909-0.959],0.149,,Concentration of IDL Particles
M-VLDL-P,612,0.912 [0.879-0.947],0.458,,Concentration of Medium VLDL Particles
M-VLDL-FC,594,0.909 [0.876-0.944],0.178,,Free Cholesterol in Medium VLDL
M-VLDL-C,535,0.907 [0.874-0.942],0.076,,Cholesterol in Medium VLDL
