Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-C%,632,1.228 [1.047-1.441],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-PL,489,1.205 [0.994-1.461],1.000,,Phospholipids in Small HDL
Omega-6/Omega-3,257,1.092 [0.974-1.224],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Tyr,120,1.080 [0.721-1.616],1.000,,Tyrosine
L-HDL-C,671,1.030 [0.893-1.189],1.000,,Cholesterol in Large HDL
Omega-3,420,0.938 [0.841-1.046],1.000,,Omega-3 Fatty Acids
VLDL-TG,582,0.869 [0.736-1.026],1.000,,Triglycerides in VLDL
XL-HDL-FC,590,0.786 [0.682-0.906],1.000,,Free Cholesterol in Very Large HDL
LDL-L,502,0.772 [0.652-0.914],1.000,,Total-Lipids in LDL
Acetoacetate,15,0.046 [0.014-0.156],0.165,,Acetoacetate
