Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.192 [1.112-1.279],0.212,,Phospholipids to Total-Lipids in Small LDL percentage
Glu,32,1.124 [0.765-1.652],1.000,,Glucose
Total-BCAA,38,1.077 [0.838-1.383],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
3-Hydroxybutyrate,68,1.021 [0.819-1.273],1.000,,3-Hydroxybutyrate
IDL-C%,558,1.017 [0.964-1.073],1.000,,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-PL,556,0.982 [0.925-1.043],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,589,0.973 [0.918-1.031],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
Pyruvate,37,0.890 [0.698-1.134],1.000,,Pyruvate
S-LDL-CE%,545,0.838 [0.784-0.895],0.040,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,635,0.829 [0.776-0.884],0.004,**,Linoleic Acid
