Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-3%,215,1.047 [1.027-1.068],0.919,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,651,1.041 [1.000-1.084],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,622,1.016 [0.981-1.052],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C,488,1.010 [0.970-1.052],1.000,,Cholesterol in Large LDL
XXL-VLDL-TG%,153,1.008 [0.968-1.050],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-CE%,557,0.992 [0.958-1.028],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,261,0.975 [0.926-1.026],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-size,604,0.970 [0.934-1.006],1.000,,Average Diameter for VLDL Particles
M-VLDL-TG,613,0.955 [0.913-0.998],1.000,,Triglycerides in Medium VLDL
Omega-6/Omega-3,257,0.952 [0.933-0.972],0.907,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
