Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,375,1.104 [1.045-1.167],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,621,1.048 [1.003-1.096],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-HDL-TG%,677,1.041 [1.000-1.083],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-PL%,398,1.032 [0.985-1.081],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,456,1.017 [0.977-1.060],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-TG,449,0.989 [0.961-1.018],1.000,,Triglycerides in Large HDL
Total-PL,628,0.949 [0.912-0.988],1.000,,Total-Phospholipids in Lipoprotein Particles
S-HDL-FC,483,0.943 [0.900-0.989],1.000,,Free Cholesterol in Small HDL
DHA,289,0.916 [0.884-0.949],0.269,,Docosahexaenoic Acid
DHA%,240,0.893 [0.856-0.931],0.030,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
