Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.141 [1.092-1.192],7.938e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,240,1.099 [1.064-1.135],0.002,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,484,1.096 [1.059-1.133],0.023,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,310,1.080 [1.058-1.103],6.695e-08,***,Degree of Unsaturation
Omega-3%,215,1.068 [1.046-1.090],7.786e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-FC,638,0.991 [0.968-1.014],1.000,,Free Cholesterol in Large HDL
Omega-6/Omega-3,257,0.937 [0.918-0.956],7.142e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,0.919 [0.893-0.946],0.002,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA,635,0.898 [0.865-0.931],0.003,**,Linoleic Acid
LA%,226,0.880 [0.849-0.913],9.198e-07,***,Linoleic Acid to Total-Fatty Acids percentage
