Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.239 [0.798-1.924],1.000,,Acetate
XL-VLDL-FC%,397,1.026 [0.994-1.059],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA/MUFA,484,1.023 [0.998-1.049],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-FC,612,1.003 [0.984-1.023],1.000,,Free Cholesterol in Very Small VLDL
M-VLDL-P,612,1.002 [0.979-1.025],1.000,,Concentration of Medium VLDL Particles
LDL-FC,411,0.998 [0.973-1.024],1.000,,Free Cholesterol in LDL
S-LDL-TG,690,0.991 [0.969-1.012],1.000,,Triglycerides in Small LDL
L-VLDL-FC,648,0.990 [0.967-1.013],1.000,,Free Cholesterol in Large VLDL
S-HDL-L,442,0.986 [0.957-1.015],1.000,,Total-Lipids in Small HDL
Val,50,0.885 [0.779-1.005],1.000,,Valine
