Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-3,420,1.236 [1.138-1.342],0.128,,Omega-3 Fatty Acids
Omega-3%,215,1.227 [1.133-1.329],0.121,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC,557,1.070 [0.942-1.216],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-VLDL-CE,626,1.045 [0.930-1.173],1.000,,Cholesteryl Esters in Small VLDL
Total-TG,641,1.033 [0.913-1.168],1.000,,Total-Triglycerides
XL-VLDL-FC%,397,0.974 [0.819-1.157],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,687,0.955 [0.844-1.080],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-C%,395,0.939 [0.815-1.081],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,257,0.806 [0.742-0.875],0.065,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Gln,113,0.781 [0.616-0.991],1.000,,Glutamine
