Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-TG%,456,1.150 [0.984-1.343],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,474,1.111 [0.945-1.305],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
Omega-3%,215,1.070 [0.945-1.213],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,289,1.060 [0.865-1.299],1.000,,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-CE%,176,1.027 [0.771-1.369],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-TG,678,0.989 [0.852-1.147],1.000,,Triglycerides in Very Small VLDL
S-LDL-CE,543,0.961 [0.795-1.161],1.000,,Cholesteryl Esters in Small LDL
ApoB,565,0.955 [0.799-1.141],1.000,,Apolipoprotein B
M-HDL-FC,597,0.846 [0.709-1.010],1.000,,Free Cholesterol in Medium HDL
Creatinine,126,0.636 [0.283-1.430],1.000,,Creatinine
