Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-VLDL-C%,527,1.132 [1.065-1.202],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
SFA%,94,1.093 [0.871-1.373],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,644,1.081 [1.018-1.148],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-C,488,1.052 [0.979-1.132],1.000,,Cholesterol in Large LDL
LDL-L,502,1.048 [0.975-1.126],1.000,,Total-Lipids in LDL
Phe,17,0.999 [0.686-1.454],1.000,,Phenylalanine
VLDL-P,640,0.983 [0.923-1.047],1.000,,Concentration of VLDL Particles
M-HDL-FC%,609,0.971 [0.918-1.027],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE,607,0.940 [0.877-1.007],1.000,,Cholesteryl Esters in Medium HDL
MUFA,654,0.908 [0.854-0.965],1.000,,Monounsaturated Fatty Acids
