Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-PL,556,1.057 [0.978-1.141],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
L-HDL-TG%,637,1.051 [0.985-1.121],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
Omega-3%,215,1.048 [0.997-1.102],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,609,1.035 [0.952-1.126],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,545,1.035 [0.955-1.121],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-HDL-FC%,609,0.978 [0.919-1.040],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-FC%,460,0.966 [0.881-1.060],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-PL,598,0.958 [0.901-1.019],1.000,,Phospholipids in Large HDL
M-LDL-FC,407,0.942 [0.870-1.021],1.000,,Free Cholesterol in Medium LDL
M-HDL-C,607,0.931 [0.863-1.003],1.000,,Cholesterol in Medium HDL
